image_url,version,score,tag,id
https://st.kakaocdn.net/product/gift/product/20240801134223_65d471e0563b471a9cb6f4a836d494dc.jpg,vikingr_soft_adult_v24_05_25,1.2847213781697064e-07,정상,10166322
https://st.kakaocdn.net/product/gift/product/LuVM3YSiCq7Qe1i-O8RCGA/8qVLhBTBs1FAxuNCx6ZLfjkZsLAcCW7wUAyR3b3KBHM.jpg,vikingr_soft_adult_v24_05_25,2.0013361634596553e-08,정상,10103697
https://st.kakaocdn.net/product/gift/product/LuVM3YSiCq7Qe1i-O8RCGA/fyWJI19QS8JlmViMBZOaSnr_YhqufegFJyrxJkmf-kY.jpg,vikingr_soft_adult_v24_05_25,6.46400195591923e-08,정상,10103696
https://st.kakaocdn.net/product/gift/product/LuVM3YSiCq7Qe1i-O8RCGA/Eg8ykAM15ozRJ3Za3bcqZV8QHDFxa_udTl-I2FvFVVo.jpg,vikingr_soft_adult_v24_05_25,4.592915956891375e-06,정상,10000559
https://st.kakaocdn.net/product/gift/product/20211215142554_b0789a8456d64d858e1c67d0b07d4006.png,vikingr_soft_adult_v24_05_25,2.315324287849307e-08,정상,3738796
https://st.kakaocdn.net/product/gift/product/20230921174735_bc546b95b38242c3b4584a1fd103f67c.jpg,vikingr_soft_adult_v24_05_25,7.852820260723092e-08,정상,6375318
https://st.kakaocdn.net/product/gift/product/20230921174558_17d10355a90e45508cb04f483ff01bac.jpg,vikingr_soft_adult_v24_05_25,2.4416812038907665e-07,정상,5408322
https://st.kakaocdn.net/product/gift/product/20230921174559_a9347766e2774564a2945da2e174f176.jpg,vikingr_soft_adult_v24_05_25,2.4316651803246714e-08,정상,5432733
https://st.kakaocdn.net/product/gift/product/20230921174556_978851134b0f45d9b3089391ed7f7386.jpg,vikingr_soft_adult_v24_05_25,3.9448858069057735e-10,정상,5333238
https://st.kakaocdn.net/product/gift/product/20230921174531_7de78ba00b9e462caf9543725a6f8d1f.jpg,vikingr_soft_adult_v24_05_25,5.318402145348955e-07,정상,7591832
https://st.kakaocdn.net/product/gift/product/20230829172315_178ee434eb624c64b7d7a2b7e8a24f87.jpg,vikingr_soft_adult_v24_05_25,2.816595290333623e-10,정상,7622137
https://st.kakaocdn.net/product/gift/product/20230829170051_ddd9bd180c4f463786b7e06b46523687.jpg,vikingr_soft_adult_v24_05_25,8.987388611103596e-10,정상,7621689
